ambiguous,clean_trades,disposition,expectancy_pct,expired,losses,profit_factor,split,total_net_return_pct_naive,trade_candidates,universe,variant,winrate_pct,wins
0,7,AUDIT_ONLY,0.0053616080187458715,0,3,1.0171475371864176,FULL_DIAGNOSTIC,0.0375312561312211,7,449,confirmation_close__atr_0_15__fixed_1_5r,57.142857142857146,4
0,2,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.4321303974533901,0,0,,TRAIN_DESIGN,0.8642607949067802,2,327,confirmation_close__atr_0_15__fixed_2r,100.0,2
0,2,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.7850532053750586,0,1,4.0463483387189045,OUT_OF_TIME_VALIDATION,1.5701064107501173,2,122,confirmation_close__atr_0_15__fixed_2r,50.0,1
0,4,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.6085918014142244,0,1,5.72320247978716,FULL_DIAGNOSTIC,2.4343672056568977,4,449,confirmation_close__atr_0_15__fixed_2r,75.0,3
0,7,AUDIT_ONLY,-0.17769213112819093,0,4,0.5628898993394803,TRAIN_DESIGN,-1.2438449178973365,7,327,confirmation_close__atr_0_15__nearest_support,42.857142857142854,3
0,2,AUDIT_ONLY,1.9623905711010683,0,1,8.614930064944243,OUT_OF_TIME_VALIDATION,3.9247811422021366,2,122,confirmation_close__atr_0_15__nearest_support,50.0,1
0,9,AUDIT_ONLY,0.29788180270053327,0,5,1.797656450098676,FULL_DIAGNOSTIC,2.6809362243047996,9,449,confirmation_close__atr_0_15__nearest_support,44.44444444444444,4
0,30,AUDIT_ONLY,-0.2711057490667581,1,22,0.45381579638593644,TRAIN_DESIGN,-8.133172472002743,31,327,confirmation_close__atr_0_15__previous_low,26.666666666666668,8
0,13,AUDIT_ONLY,0.17268660336788116,0,7,1.3941785917615714,OUT_OF_TIME_VALIDATION,2.2449258437824553,13,122,confirmation_close__atr_0_15__previous_low,46.15384615384615,6
0,43,AUDIT_ONLY,-0.1369359680981462,1,29,0.7139697335608671,FULL_DIAGNOSTIC,-5.888246628220287,44,449,confirmation_close__atr_0_15__previous_low,32.55813953488372,14
0,7,AUDIT_ONLY,-0.11398291632143606,0,3,0.5523136449267176,TRAIN_DESIGN,-0.7978804142500524,7,327,confirmation_close__atr_0_25__fixed_1_5r,57.142857142857146,4
0,2,AUDIT_ONLY,0.5738791630136459,0,1,3.1094881974733304,OUT_OF_TIME_VALIDATION,1.1477583260272919,2,122,confirmation_close__atr_0_25__fixed_1_5r,50.0,1
0,9,AUDIT_ONLY,0.038875323530804376,0,4,1.1503994716368868,FULL_DIAGNOSTIC,0.34987791177723937,9,449,confirmation_close__atr_0_25__fixed_1_5r,55.55555555555556,5
0,2,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.34673465967182515,0,0,,TRAIN_DESIGN,0.6934693193436503,2,327,confirmation_close__atr_0_25__fixed_2r,100.0,2
0,2,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.8958544285945231,0,1,4.293017878276624,OUT_OF_TIME_VALIDATION,1.7917088571890463,2,122,confirmation_close__atr_0_25__fixed_2r,50.0,1
0,4,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.6212945441331742,0,1,5.567559139526869,FULL_DIAGNOSTIC,2.485178176532697,4,449,confirmation_close__atr_0_25__fixed_2r,75.0,3
0,5,AUDIT_ONLY,-0.018439147966966017,0,2,0.9455738685819413,TRAIN_DESIGN,-0.09219573983483009,5,327,confirmation_close__atr_0_25__nearest_support,60.0,3
0,2,AUDIT_ONLY,1.9480469700151584,0,1,8.160709703748113,OUT_OF_TIME_VALIDATION,3.8960939400303167,2,122,confirmation_close__atr_0_25__nearest_support,50.0,1
0,7,AUDIT_ONLY,0.5434140285993553,0,3,2.6996452613652235,FULL_DIAGNOSTIC,3.803898200195487,7,449,confirmation_close__atr_0_25__nearest_support,57.142857142857146,4
0,35,AUDIT_ONLY,-0.2729541142818962,1,26,0.4597162115860855,TRAIN_DESIGN,-9.553393999866367,36,327,confirmation_close__atr_0_25__previous_low,25.714285714285715,9
0,13,AUDIT_ONLY,0.14388844678315957,0,8,1.3358732548306609,OUT_OF_TIME_VALIDATION,1.8705498081810745,13,122,confirmation_close__atr_0_25__previous_low,38.46153846153846,5
0,48,AUDIT_ONLY,-0.1600592539934436,1,34,0.6695748588009638,FULL_DIAGNOSTIC,-7.682844191685293,49,449,confirmation_close__atr_0_25__previous_low,29.166666666666668,14
0,3,AUDIT_ONLY,-0.5751988331057948,0,3,0.0,TRAIN_DESIGN,-1.7255964993173845,3,327,confirmation_close__structural_high_only__fixed_1_5r,0.0,0
0,1,AUDIT_ONLY,1.2225585023400938,0,0,,OUT_OF_TIME_VALIDATION,1.2225585023400938,1,122,confirmation_close__structural_high_only__fixed_1_5r,100.0,1
