candidate_id,symbol,setup_type,direction,entry_time,old_score,score_v2,filter_pass,fail_reasons,old_outcome,net_return_pct,split,short_reason
ET-HED-0031,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-29T04:00:00Z,81.88,58.65,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.11984313217144227,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0032,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-10-12T12:45:00Z,81.8745,79.45,PASS,,SL_BEFORE_TP,-0.9088596980510539,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0033,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-21T07:45:00Z,81.8083,21.05,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.5032040525911198,TRAIN_DESIGN,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0034,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-26T04:30:00Z,81.7776,50.85,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.4154388791140531,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0035,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-24T03:30:00Z,81.7719,92.8,PASS,,SL_BEFORE_TP,-0.8952122132642257,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0036,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-12-06T21:15:00Z,81.6592,91.0,PASS,,TP_BEFORE_SL,0.21887593721811877,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0037,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-06T21:30:00Z,81.6183,68.45,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.2914154641281581,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0038,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-15T03:30:00Z,81.6089,48.6,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.39715076553188045,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0039,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-07T05:00:00Z,81.6051,77.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.3131686780285659,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0040,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-09T18:15:00Z,81.5909,80.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5839927693093716,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0041,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-05T09:45:00Z,81.5894,62.45,FAIL,ENTRY_AFTER_EXHAUSTION,AMBIGUOUS_INTRACANDLE,,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0042,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-10T15:30:00Z,81.5126,85.15,PASS,,SL_BEFORE_TP,-0.7659423339979229,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0043,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-10-03T04:15:00Z,81.5061,77.45,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6145348758382394,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0044,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-21T08:30:00Z,81.4511,80.95,PASS,,TP_BEFORE_SL,4.440187207488289,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0045,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-10T05:45:00Z,81.4355,87.4,PASS,,SL_BEFORE_TP,-0.7838078117312737,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0046,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-11T21:45:00Z,81.379,56.1,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5550701117912239,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0047,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-07T18:15:00Z,81.3783,77.6,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.644151710059175,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0048,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-10T00:00:00Z,81.3701,87.7,PASS,,SL_BEFORE_TP,-0.8026331816177669,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0049,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-28T09:30:00Z,81.3643,70.25,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.521455207139586,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0050,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-11-18T11:15:00Z,81.3495,45.15,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6316427099950395,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0051,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-09-07T03:45:00Z,81.3145,64.85,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.4428898978937511,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0052,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-29T19:45:00Z,81.2893,78.2,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5845510120225705,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0053,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-04T18:15:00Z,81.2212,32.8,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.18643770931321912,TRAIN_DESIGN,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0054,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-19T05:15:00Z,81.2079,92.5,PASS,,SL_BEFORE_TP,-0.5198600871297914,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0055,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-02T17:30:00Z,81.1947,61.5,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.36228938277551265,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0056,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-29T02:15:00Z,81.121,32.35,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.4599613342203408,TRAIN_DESIGN,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0057,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-19T19:45:00Z,81.1068,75.35,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6031077688319442,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0058,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-01T21:15:00Z,81.1028,68.0,FAIL,TOO_TIGHT_STOP,TP_BEFORE_SL,0.3665580854328002,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0059,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-17T05:15:00Z,81.1006,75.35,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.7262408390461116,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0060,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-10-19T20:30:00Z,81.0902,68.45,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.3876990826760321,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0061,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-01T05:30:00Z,81.0494,56.85,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.35598376604800297,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0062,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-15T09:45:00Z,81.043,57.45,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5274968791126169,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0063,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-26T20:00:00Z,80.9914,78.2,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.7362533256131227,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0064,BTCUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-12-16T19:00:00Z,80.9686,58.55,FAIL,TOO_TIGHT_STOP,TP_BEFORE_SL,1.008805507468278,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP
ET-HED-0065,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-19T08:45:00Z,80.955,45.3,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.767432882489081,OUT_OF_TIME_VALIDATION,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0066,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-16T15:00:00Z,80.9418,60.0,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.1930002167879818,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0067,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-10-05T19:30:00Z,80.9328,63.2,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6970407864133139,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0068,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-13T04:00:00Z,80.9249,85.0,PASS,,SL_BEFORE_TP,-1.3010920041469451,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0069,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-30T21:30:00Z,80.8673,59.85,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.7748247361477589,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0070,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-12-17T06:45:00Z,80.843,90.7,PASS,,SL_BEFORE_TP,-0.51540606528119,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0071,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-09T07:15:00Z,80.8301,76.55,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.836521835636201,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0072,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-28T06:00:00Z,80.7922,24.7,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.48665099380210175,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0073,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-10T02:15:00Z,80.7464,90.85,PASS,,SL_BEFORE_TP,-0.5668525474782189,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0074,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-14T02:45:00Z,80.7463,53.55,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION,SL_BEFORE_TP,-0.5507536841780685,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0075,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-12-16T04:15:00Z,80.7383,61.5,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.2425290812903108,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0076,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-10-27T23:30:00Z,80.719,76.0,PASS,,TP_BEFORE_SL,1.433474875182814,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0077,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-07-25T00:00:00Z,80.6962,67.0,PASS,,SL_BEFORE_TP,-0.8101914310712531,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0078,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-18T22:00:00Z,80.6923,77.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.9474668352560152,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0079,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-08T01:15:00Z,80.6833,80.9,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.8432259143439766,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0080,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-31T06:00:00Z,80.6729,51.15,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.517426518915828,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0081,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-10-01T02:15:00Z,80.6441,56.0,FAIL,TOO_TIGHT_STOP,TP_BEFORE_SL,1.0990381126693556,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0082,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-08T15:00:00Z,80.6303,77.75,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.5441706938998772,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0083,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-26T11:15:00Z,80.5879,92.5,PASS,,SL_BEFORE_TP,-0.5889526318582269,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0084,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-19T08:30:00Z,80.5476,61.65,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.394697479404804,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0085,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-30T21:15:00Z,80.5441,48.15,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.9121127078498313,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0086,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-08T05:15:00Z,80.5432,78.5,PASS,,SL_BEFORE_TP,-0.6932424292972537,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0087,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-16T11:30:00Z,80.5294,89.8,PASS,,SL_BEFORE_TP,-0.721086242179588,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0088,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-10T21:30:00Z,80.505,54.75,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION,SL_BEFORE_TP,-0.5496941583436474,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0089,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-10T14:45:00Z,80.5045,80.3,PASS,,SL_BEFORE_TP,-0.9152233342277111,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0090,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-03T12:30:00Z,80.4905,83.65,PASS,,SL_BEFORE_TP,-0.3743179361619815,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0091,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-04T10:30:00Z,80.4887,50.55,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.7655037860137109,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0092,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-10T04:00:00Z,80.4621,46.95,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.34581608080917325,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0093,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-19T07:30:00Z,80.4276,50.85,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6129916027249978,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0094,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-20T01:00:00Z,80.4249,72.05,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.5892200518885877,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0095,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-09T05:15:00Z,80.401,46.2,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.4431892670628367,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0096,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-12T17:00:00Z,80.3664,75.2,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6741338380367313,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0097,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-16T11:15:00Z,80.3649,88.0,PASS,,SL_BEFORE_TP,-0.4597865657977327,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0098,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-12-04T02:15:00Z,80.3619,77.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.7750785150693675,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0099,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-11-14T17:00:00Z,80.353,45.45,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,1.8842093014619514,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0100,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-25T12:00:00Z,80.3438,45.9,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.4815698517004763,OUT_OF_TIME_VALIDATION,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0101,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-05T21:00:00Z,80.3291,79.25,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5299740246344924,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0102,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-09T21:15:00Z,80.2669,78.05,PASS,,TP_BEFORE_SL,1.6355443159747327,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0103,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-25T02:45:00Z,80.2621,49.65,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.7845410320736776,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0104,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-30T02:00:00Z,80.2443,63.5,FAIL,ENTRY_AFTER_EXHAUSTION,SL_BEFORE_TP,-0.5302927496877701,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0105,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-12-08T19:30:00Z,80.1699,44.4,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.7976663611297382,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0106,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-13T13:00:00Z,80.1634,90.7,PASS,,SL_BEFORE_TP,-0.5837415851675404,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0107,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-01T22:00:00Z,80.1359,76.25,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,1.0597000257282307,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0108,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-22T23:30:00Z,80.1247,50.55,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.9506913572214927,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0109,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-06T23:45:00Z,80.1243,51.9,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.43751567431046057,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0110,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-09-10T11:00:00Z,80.1213,49.5,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.37933443596266886,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0111,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-19T01:15:00Z,80.1182,54.8,FAIL,ENTRY_AFTER_EXHAUSTION,TP_BEFORE_SL,0.3204876501788907,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0112,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-15T09:30:00Z,80.1075,80.45,PASS,,SL_BEFORE_TP,-0.5079364096874459,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0113,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-28T04:30:00Z,80.1028,51.45,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.4578805871680667,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
