candidate_id,family,symbol,direction,entry_time,label,net_return_pct,net_r,bars_to_outcome
ET27-00486,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-13T13:30:00Z,SL_BEFORE_TP,-1.876501083814923,-1.1466543483372005,15
ET27-00487,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-13T13:45:00Z,SL_BEFORE_TP,-1.2988493612294647,-1.2266611368791196,9
ET27-00488,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-13T20:30:00Z,SL_BEFORE_TP,-3.839175194904435,-1.0666819443354083,15
ET27-00489,TRAP_REVERSAL,BTCUSDT,SHORT,2025-04-14T11:15:00Z,SL_BEFORE_TP,-0.34622869059792516,-3.2592766478539987,1
ET27-00490,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-14T15:30:00Z,SL_BEFORE_TP,-1.8618171840899682,-1.1479821538175823,15
ET27-00491,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-15T00:00:00Z,SL_BEFORE_TP,-1.7036443774291,-1.1639742574774627,7
ET27-00492,TRAP_REVERSAL,ETHUSDT,LONG,2025-04-15T10:15:00Z,SL_BEFORE_TP,-0.4684294768615274,-2.050652495892579,1
ET27-00493,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-15T14:15:00Z,TP_BEFORE_SL,2.186981002230441,1.3516675657250086,60
ET27-00494,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-15T17:45:00Z,TP_BEFORE_SL,2.641882770321903,1.3750816640748407,46
ET27-00495,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-15T19:15:00Z,TP_BEFORE_SL,1.9336780955044268,1.7791761342248744,40
ET27-00496,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-16T00:00:00Z,SL_BEFORE_TP,-1.3681835761116325,-1.2127313365322845,2
ET27-00497,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-16T08:00:00Z,SL_BEFORE_TP,-2.4284809278237285,-1.1096651092311145,15
ET27-00498,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-17T14:30:00Z,SL_BEFORE_TP,-1.0677426264701304,-1.2899451983323231,2
ET27-00499,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-18T05:00:00Z,SL_BEFORE_TP,-0.567456516492336,-1.7329217404828072,88
ET27-00500,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-18T05:15:00Z,SL_BEFORE_TP,-0.9327642620569128,-1.346438194267422,11
ET27-00501,TRAP_REVERSAL,SOLUSDT,LONG,2025-04-18T10:45:00Z,TP_BEFORE_SL,0.32771494733696194,1.0922845503746865,7
ET27-00502,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-18T15:00:00Z,SL_BEFORE_TP,-1.9056817990123731,-1.1440851428780108,42
ET27-00503,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-18T15:15:00Z,SL_BEFORE_TP,-0.5569112360352373,-1.7573098480273333,12
ET27-00504,TRAP_REVERSAL,ETHUSDT,SHORT,2025-04-18T20:00:00Z,SL_BEFORE_TP,-0.41951795516037316,-2.336913623963658,5
ET27-00505,TRAP_REVERSAL,BTCUSDT,LONG,2025-04-19T00:00:00Z,TP_BEFORE_SL,-0.10984351248720944,-1.7583973915771618,4
ET27-00506,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-20T08:15:00Z,TP_BEFORE_SL,0.44790510030971953,1.3022293339824247,10
ET27-00507,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-20T10:30:00Z,SL_BEFORE_TP,-0.7076572621515888,-1.513196350027395,14
ET27-00508,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-20T22:15:00Z,SL_BEFORE_TP,-0.6399948899284749,-1.600007665205212,3
ET27-00509,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-21T13:45:00Z,SL_BEFORE_TP,-1.3192900559108338,-1.222368397341954,2
ET27-00510,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-21T16:30:00Z,TP_BEFORE_SL,1.157867158573904,1.2424647987529303,2
ET27-00511,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-21T17:00:00Z,TP_BEFORE_SL,0.4903236832227521,1.007067881995289,5
ET27-00512,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-24T01:00:00Z,TP_BEFORE_SL,1.1167071326811726,1.2346516493293826,11
ET27-00513,TRAP_REVERSAL,ETHUSDT,LONG,2025-04-24T01:15:00Z,TP_BEFORE_SL,0.20078453768714494,0.6242006196865503,1
ET27-00514,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-24T02:45:00Z,TP_BEFORE_SL,1.6953986783794937,1.3139918126318928,23
ET27-00515,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-24T03:30:00Z,SL_BEFORE_TP,-1.1180827889927965,-1.273322747021715,66
ET27-00516,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-24T03:30:00Z,TP_BEFORE_SL,1.2189886400250738,1.2532537333575118,20
ET27-00517,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-24T03:45:00Z,TP_BEFORE_SL,0.3387634711875428,0.8779842406755168,16
ET27-00518,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-24T03:45:00Z,TP_BEFORE_SL,0.7936708242151711,1.1517266507223565,18
ET27-00519,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-24T03:45:00Z,NEITHER_EXPIRED,0.17228834168466806,0.09798868201247463,96
ET27-00520,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-24T07:45:00Z,TP_BEFORE_SL,0.7252058509669534,1.1270225676322214,3
ET27-00521,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-24T08:00:00Z,SL_BEFORE_TP,-0.8571294210205209,-1.388897355765541,16
ET27-00522,TRAP_REVERSAL,SOLUSDT,LONG,2025-04-25T15:30:00Z,SL_BEFORE_TP,-0.6226726052743956,-1.6271679673226354,2
ET27-00523,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-25T17:30:00Z,NEITHER_EXPIRED,1.0041267950499793,0.6774041207386303,96
ET27-00524,TRAP_REVERSAL,ETHUSDT,SHORT,2025-04-26T01:15:00Z,SL_BEFORE_TP,-0.5406697852192005,-1.79821788486339,1
ET27-00525,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-26T09:15:00Z,NEITHER_EXPIRED,0.8079241756774751,0.4700537822743483,96
ET27-00526,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-26T11:15:00Z,SL_BEFORE_TP,-0.7778836534165564,-1.446193146929742,17
ET27-00527,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-26T11:30:00Z,SL_BEFORE_TP,-0.6131329692585377,-1.6432023427919282,42
ET27-00528,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-27T01:30:00Z,TP_BEFORE_SL,0.5085643047427539,1.019079392753419,1
ET27-00529,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-27T05:15:00Z,SL_BEFORE_TP,-0.7905398908935387,-1.4359357132331947,14
ET27-00530,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-27T05:15:00Z,SL_BEFORE_TP,-1.2651485229750141,-1.2341124184654846,12
ET27-00531,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-27T12:00:00Z,TP_BEFORE_SL,0.564296495340736,1.052403868367621,4
ET27-00532,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-27T12:45:00Z,SL_BEFORE_TP,-0.5924382889788407,-1.6809702790675187,4
ET27-00533,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-27T22:00:00Z,TP_BEFORE_SL,1.7282914679322385,1.7561336784616268,14
ET27-00534,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-27T22:15:00Z,SL_BEFORE_TP,-0.5577621337513718,-1.7552819373619402,5
ET27-00535,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-28T00:00:00Z,SL_BEFORE_TP,-1.1951665048966709,-1.2512650922845783,14
ET27-00536,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-28T00:45:00Z,TP_BEFORE_SL,0.40820065527393845,0.9446164207472776,3
ET27-00537,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-28T01:15:00Z,SL_BEFORE_TP,-1.0763272950118035,-1.286968991005624,8
ET27-00538,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-28T01:30:00Z,SL_BEFORE_TP,-1.1365755269168303,-1.267685200850082,7
ET27-00539,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-28T15:00:00Z,SL_BEFORE_TP,-1.5522540355017271,-1.1828914169871372,16
ET27-00540,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-28T15:15:00Z,SL_BEFORE_TP,-2.255481529887563,-1.1190782433086295,42
ET27-00541,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-29T04:30:00Z,SL_BEFORE_TP,-1.111469900586938,-1.2753967748494344,8
ET27-00542,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-29T05:30:00Z,SL_BEFORE_TP,-0.949176974695057,-1.3384204628234002,8
ET27-00543,TRAP_REVERSAL,BTCUSDT,SHORT,2025-04-29T14:30:00Z,TP_BEFORE_SL,0.05749893111323906,0.28253613506993847,3
ET27-00544,TRAP_REVERSAL,ETHUSDT,LONG,2025-04-29T20:30:00Z,SL_BEFORE_TP,-0.5540492556844301,-1.764211331999341,2
ET27-00545,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-29T21:00:00Z,TP_BEFORE_SL,2.5849796634450763,1.8300872724107906,66
ET27-00546,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-29T21:15:00Z,TP_BEFORE_SL,0.23382672343689742,0.7402285852753436,7
ET27-00547,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-29T22:00:00Z,SL_BEFORE_TP,-1.0446685743780875,-1.2982594420137399,23
ET27-00548,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-29T22:15:00Z,TP_BEFORE_SL,0.06786573374724791,0.3306590810929504,3
ET27-00549,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-29T23:00:00Z,SL_BEFORE_TP,-1.8453624700589155,-1.149498947730597,17
ET27-00550,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-30T07:30:00Z,SL_BEFORE_TP,-1.3414413484102286,-1.217896305006531,16
ET27-00551,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-30T12:30:00Z,TP_BEFORE_SL,1.3911780728198444,1.2793006134654112,2
ET27-00552,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-30T12:45:00Z,TP_BEFORE_SL,0.4948325056047185,1.010092439767975,1
ET27-00553,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-30T13:30:00Z,SL_BEFORE_TP,-1.0731998356332972,-1.2880461441973055,27
ET27-00554,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-02T07:00:00Z,SL_BEFORE_TP,-1.2462390185905066,-1.238511919698941,22
ET27-00555,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-02T07:45:00Z,SL_BEFORE_TP,-0.814513751262615,-1.4177445700343105,5
ET27-00556,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-02T19:00:00Z,TP_BEFORE_SL,1.410711181031345,1.2819121817693824,88
ET27-00557,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-02T22:00:00Z,TP_BEFORE_SL,0.5148669379514494,1.0230947576310971,50
ET27-00558,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-03T01:30:00Z,TP_BEFORE_SL,0.38120058112699284,0.9204770392408814,37
ET27-00559,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-03T03:45:00Z,TP_BEFORE_SL,0.3452501882052933,0.8848784549664773,79
ET27-00560,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-03T06:15:00Z,SL_BEFORE_TP,-0.47735643438140607,-2.011137535097726,2
ET27-00561,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-03T06:15:00Z,SL_BEFORE_TP,-0.7010341402600682,-1.5205688235249055,9
ET27-00562,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-03T06:45:00Z,SL_BEFORE_TP,-0.3984826191247969,-2.5143616462510145,3
ET27-00563,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-03T10:45:00Z,SL_BEFORE_TP,-0.8546281656861067,-1.3904799900149207,6
ET27-00564,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-04T01:30:00Z,SL_BEFORE_TP,-0.6235806964409684,-1.6256832062375044,1
ET27-00565,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-04T03:45:00Z,SL_BEFORE_TP,-0.6784621692394632,-1.5473676336006208,6
ET27-00566,RANGE_BOUNDARY_REJECTION,ETHUSDT,SHORT,2025-05-04T06:15:00Z,SL_BEFORE_TP,-0.5066803507369984,-1.8999538186324396,2
ET27-00567,TRAP_REVERSAL,ETHUSDT,SHORT,2025-05-04T06:15:00Z,SL_BEFORE_TP,-0.5066803507369984,-1.8999538186324396,2
ET27-00568,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-04T08:15:00Z,TP_BEFORE_SL,0.6499897688443832,1.4606679573145418,57
ET27-00569,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-04T09:15:00Z,SL_BEFORE_TP,-1.1633780240166138,-1.2599152175573995,44
ET27-00570,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-04T09:15:00Z,SL_BEFORE_TP,-1.0532912478687513,-1.295097236849561,8
ET27-00571,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-04T22:30:00Z,TP_BEFORE_SL,0.4908760832639665,1.0074404427186967,4
ET27-00572,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-04T22:30:00Z,TP_BEFORE_SL,0.748337965644878,1.1357521288124306,12
ET27-00573,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-04T23:00:00Z,TP_BEFORE_SL,0.29410673731771986,0.8259774220263062,1
ET27-00574,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-05T01:30:00Z,SL_BEFORE_TP,-1.837851442654433,-1.1502016981011074,11
ET27-00575,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-05T10:00:00Z,TP_BEFORE_SL,0.12223068025039113,0.5061581759138933,3
ET27-00576,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-05T10:30:00Z,TP_BEFORE_SL,0.18880279323491994,0.6604532300637938,12
ET27-00577,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-06T08:15:00Z,SL_BEFORE_TP,-0.4529992387209593,-2.126764590527073,1
ET27-00578,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-06T10:30:00Z,TP_BEFORE_SL,0.8741753990561025,1.1768910888671733,11
ET27-00579,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-06T10:45:00Z,TP_BEFORE_SL,0.01441904891828566,0.08501161162808679,12
ET27-00580,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-07T16:15:00Z,SL_BEFORE_TP,-1.4426486243059236,-1.199559534804698,34
ET27-00581,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-07T16:15:00Z,SL_BEFORE_TP,-1.0441825972125558,-1.29843968376322,2
ET27-00582,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-10T11:30:00Z,SL_BEFORE_TP,-2.195717485411743,-1.122717111131965,20
ET27-00583,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-11T13:30:00Z,TP_BEFORE_SL,0.6393075898377081,1.0905869525515701,1
ET27-00584,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-11T13:30:00Z,TP_BEFORE_SL,0.7486657197745735,1.135872881197819,9
ET27-00585,TRAP_REVERSAL,BTCUSDT,LONG,2025-05-11T23:00:00Z,TP_BEFORE_SL,0.053084056623900644,0.33026435427716105,4
ET27-00586,RANGE_BOUNDARY_REJECTION,ETHUSDT,LONG,2025-05-12T05:30:00Z,SL_BEFORE_TP,-0.7346624294277005,-1.4851793581284674,2
ET27-00587,RANGE_BOUNDARY_REJECTION,BTCUSDT,LONG,2025-05-12T12:15:00Z,TP_BEFORE_SL,0.03386768312782312,0.14117698565146153,4
ET27-00588,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-12T18:00:00Z,SL_BEFORE_TP,-1.3842843650765808,-1.2097380750141928,61
ET27-00589,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-12T18:00:00Z,SL_BEFORE_TP,-2.402189274845896,-1.1109986081200525,70
ET27-00590,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-12T18:30:00Z,SL_BEFORE_TP,-1.327071254342354,-1.2207766961377273,8
ET27-00591,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-12T18:45:00Z,SL_BEFORE_TP,-1.9940362945359267,-1.1368272713327736,7
ET27-00592,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-13T02:00:00Z,SL_BEFORE_TP,-0.8794961953244679,-1.375295430613514,11
ET27-00593,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-13T02:30:00Z,SL_BEFORE_TP,-2.4152867299570255,-1.1103302827598922,19
ET27-00594,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-13T03:15:00Z,SL_BEFORE_TP,-1.4059334442259435,-1.205843653588078,6
ET27-00595,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-14T08:45:00Z,SL_BEFORE_TP,-0.9287683021969686,-1.348448090939247,6
ET27-00596,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-14T09:00:00Z,SL_BEFORE_TP,-0.4341957821137966,-2.2358661830222584,1
ET27-00597,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-14T14:15:00Z,TP_BEFORE_SL,1.6217330194341837,1.3066317800447025,12
ET27-00598,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-15T01:45:00Z,TP_BEFORE_SL,0.46786103070175966,0.991425598548485,19
ET27-00599,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-15T03:45:00Z,TP_BEFORE_SL,1.9136173854765575,1.332839388078989,16
ET27-00600,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-15T05:45:00Z,TP_BEFORE_SL,0.6482026659322128,1.0946870981048429,36
ET27-00601,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-15T06:30:00Z,TP_BEFORE_SL,2.2754640693546646,1.809180339386385,32
ET27-00602,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-15T07:00:00Z,NEITHER_EXPIRED,-0.2749222978872023,-0.17137581529241946,96
ET27-00603,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-15T07:15:00Z,SL_BEFORE_TP,-1.2650047362034873,-1.2341452595516147,6
ET27-00604,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-15T07:15:00Z,SL_BEFORE_TP,-0.9887217401163396,-1.3205463220056997,5
ET27-00605,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-15T09:30:00Z,SL_BEFORE_TP,-0.8797066640232104,-1.3751719553624848,8
ET27-00606,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-15T10:30:00Z,SL_BEFORE_TP,-1.9277891589774294,-1.1421978561264177,8
ET27-00607,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-15T14:30:00Z,SL_BEFORE_TP,-3.340113090527127,-1.0774165306205625,7
ET27-00608,RANGE_BOUNDARY_REJECTION,SOLUSDT,LONG,2025-05-16T18:45:00Z,TP_BEFORE_SL,0.29428839830908005,0.6639576550415105,4
ET27-00609,TRAP_REVERSAL,SOLUSDT,LONG,2025-05-16T18:45:00Z,TP_BEFORE_SL,0.29428839830908005,0.6639576550415105,4
ET27-00610,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-16T20:30:00Z,TP_BEFORE_SL,2.5348049196242,1.8270148663045445,21
ET27-00611,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-16T22:00:00Z,TP_BEFORE_SL,0.26590496824943943,0.7884039046983518,12
ET27-00612,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-16T22:15:00Z,TP_BEFORE_SL,0.4810376899518012,1.0007195809361025,2
ET27-00613,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-16T22:15:00Z,TP_BEFORE_SL,1.8607038904491853,1.3286288697627866,9
ET27-00614,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-16T22:15:00Z,SL_BEFORE_TP,-0.759992540999618,-1.4615450820479678,3
ET27-00615,RANGE_BOUNDARY_REJECTION,BTCUSDT,LONG,2025-05-16T22:45:00Z,SL_BEFORE_TP,-0.3805531723202842,-2.7075388341509807,6
ET27-00616,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-17T00:30:00Z,SL_BEFORE_TP,-0.44788488570862234,-2.154485085252379,1
ET27-00617,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-17T02:00:00Z,SL_BEFORE_TP,-2.4708974418233076,-1.107580023850782,10
ET27-00618,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-17T02:00:00Z,SL_BEFORE_TP,-2.0616757345457333,-1.1317468281806191,6
ET27-00619,SHORT_FAILED_REBOUND,BTCUSDT,SHORT,2025-05-17T08:45:00Z,TP_BEFORE_SL,-0.04830026587904726,-0.31494739742683997,1
ET27-00620,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-17T09:15:00Z,SL_BEFORE_TP,-0.9311329409449504,-1.347255912403568,82
ET27-00621,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-17T13:30:00Z,SL_BEFORE_TP,-1.3730088629644366,-1.211825350926256,6
ET27-00622,TRAP_REVERSAL,SOLUSDT,SHORT,2025-05-18T01:45:00Z,SL_BEFORE_TP,-0.6521150937286462,-1.5823615869745988,11
ET27-00623,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-18T19:30:00Z,TP_BEFORE_SL,3.6628021061986002,1.8770114428201103,2
ET27-00624,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-05-18T19:45:00Z,TP_BEFORE_SL,1.6821901351022939,1.3127136366867114,1
ET27-00625,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-18T19:45:00Z,SL_BEFORE_TP,-1.1572352795864185,-1.2616558753695302,6
ET27-00626,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-18T19:45:00Z,SL_BEFORE_TP,-2.77453975069046,-1.0946917482492113,15
ET27-00627,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-19T04:15:00Z,TP_BEFORE_SL,1.2281594655498065,1.2547950284370535,2
ET27-00628,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-19T04:30:00Z,TP_BEFORE_SL,1.2737955469206963,1.2621871720178548,7
ET27-00629,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-19T06:30:00Z,SL_BEFORE_TP,-2.196712892183621,-1.1226546832489914,33
ET27-00630,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-19T12:15:00Z,TP_BEFORE_SL,-0.11357314102110486,-1.3474961958842617,1
ET27-00631,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-05-20T13:30:00Z,SL_BEFORE_TP,-1.8896039633554047,-1.1454894661575763,28
ET27-00632,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-05-20T14:00:00Z,SL_BEFORE_TP,-1.3850080878750581,-1.2096055063203959,3
ET27-00633,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-23T04:30:00Z,SL_BEFORE_TP,-0.46078957780066654,-2.0870078306715953,2
ET27-00634,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-23T04:30:00Z,SL_BEFORE_TP,-0.849119371170541,-1.3940114390694773,21
ET27-00635,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-05-23T11:45:00Z,TP_BEFORE_SL,1.7220785624162003,1.316521108330811,48
ET27-00636,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-05-23T22:45:00Z,SL_BEFORE_TP,-1.0792433190758035,-1.285971892232987,47
ET27-00637,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-05-23T22:45:00Z,TP_BEFORE_SL,0.3538579025718247,0.8937943766666312,2
