candidate_id,family,symbol,direction,entry_time,label,net_return_pct,net_r,bars_to_outcome
ET27-00334,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-11T00:15:00Z,SL_BEFORE_TP,-2.831051512751098,-1.0926264872847609,7
ET27-00335,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-11T00:30:00Z,TP_BEFORE_SL,2.612129153563745,1.3737785069970696,1
ET27-00336,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-11T00:30:00Z,SL_BEFORE_TP,-1.9950116561069702,-1.1367512284974657,2
ET27-00337,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-12T03:45:00Z,SL_BEFORE_TP,-2.4168694825268435,-1.1102500641064688,14
ET27-00338,TRAP_REVERSAL,BTCUSDT,SHORT,2025-03-12T11:30:00Z,SL_BEFORE_TP,-0.4601345859510346,-2.090242130572722,1
ET27-00339,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-13T04:15:00Z,SL_BEFORE_TP,-1.5398917021381067,-1.1846307654747235,26
ET27-00340,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-13T04:30:00Z,TP_BEFORE_SL,0.605826225431098,1.0743806597903607,15
ET27-00341,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-13T05:30:00Z,SL_BEFORE_TP,-1.8011039787130303,-1.1537373571988814,10
ET27-00342,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-13T16:15:00Z,SL_BEFORE_TP,-2.6142254057324585,-1.1010856001374305,64
ET27-00343,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-13T17:00:00Z,SL_BEFORE_TP,-1.3321657188071856,-1.2197468716213846,24
ET27-00344,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-13T17:15:00Z,SL_BEFORE_TP,-2.1484363037291896,-1.1257574064856275,22
ET27-00345,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-16T02:00:00Z,TP_BEFORE_SL,1.3828066439902198,1.2781621110973453,37
ET27-00346,TRAP_REVERSAL,ETHUSDT,LONG,2025-03-16T08:00:00Z,SL_BEFORE_TP,-0.348958125736184,-3.2026810609894527,1
ET27-00347,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-16T09:30:00Z,TP_BEFORE_SL,0.23115445566618903,0.7359193558066398,6
ET27-00348,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-16T09:30:00Z,TP_BEFORE_SL,1.5632583109097788,1.7338151738461525,7
ET27-00349,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-16T10:15:00Z,TP_BEFORE_SL,1.0213824367171507,1.619465131249775,4
ET27-00350,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-16T10:15:00Z,TP_BEFORE_SL,0.4945065534761127,1.0098750333863322,3
ET27-00351,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-16T11:15:00Z,TP_BEFORE_SL,3.7140990082477945,1.8786069850555651,32
ET27-00352,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-16T13:45:00Z,SL_BEFORE_TP,-2.5363391323936977,-1.1045141793798656,9
ET27-00353,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-16T22:45:00Z,SL_BEFORE_TP,-1.3373698064258124,-1.2187047598673157,7
ET27-00354,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-18T01:30:00Z,NEITHER_EXPIRED,-0.059205450398766984,-0.05116650257026434,96
ET27-00355,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-18T03:15:00Z,SL_BEFORE_TP,-1.7962455822369232,-1.1542173052501314,84
ET27-00356,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-18T06:30:00Z,SL_BEFORE_TP,-1.2106592074657585,-1.2472546473098451,2
ET27-00357,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-18T10:15:00Z,SL_BEFORE_TP,-0.530528002196147,-1.8260821613951221,1
ET27-00358,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-18T12:45:00Z,TP_BEFORE_SL,0.5578617099952126,1.0487939883690485,3
ET27-00359,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-18T13:30:00Z,SL_BEFORE_TP,-1.6718812871242286,-1.1676116603786426,11
ET27-00360,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-20T06:30:00Z,TP_BEFORE_SL,0.6908484563521942,1.1132560595193195,14
ET27-00361,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-20T10:15:00Z,SL_BEFORE_TP,-0.8292639221257392,-1.407287789033838,5
ET27-00362,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-20T10:45:00Z,TP_BEFORE_SL,2.1038743769554786,1.3464081507356152,23
ET27-00363,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-20T13:15:00Z,SL_BEFORE_TP,-1.2474099175160611,-1.2382347005196856,1
ET27-00364,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-20T15:45:00Z,TP_BEFORE_SL,0.8947290143353832,1.1827436370692839,4
ET27-00365,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-20T16:15:00Z,TP_BEFORE_SL,1.1567053381127281,1.242250573419843,72
ET27-00366,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-20T16:30:00Z,SL_BEFORE_TP,-0.7373506029319343,-1.4825569700432142,2
ET27-00367,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-21T06:15:00Z,AMBIGUOUS_INTRACANDLE,,,1
ET27-00368,TRAP_REVERSAL,ETHUSDT,LONG,2025-03-21T08:30:00Z,TP_BEFORE_SL,0.027463893644372073,0.10826045080918756,1
ET27-00369,TRAP_REVERSAL,SOLUSDT,SHORT,2025-03-21T09:15:00Z,TP_BEFORE_SL,0.22008697002640254,0.7082671850573443,1
ET27-00370,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-21T10:15:00Z,SL_BEFORE_TP,-1.1707923730544008,-1.2578448287156012,45
ET27-00371,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-21T12:45:00Z,SL_BEFORE_TP,-0.8023407110893602,-1.4267875244797315,4
ET27-00372,TRAP_REVERSAL,ETHUSDT,SHORT,2025-03-22T00:30:00Z,SL_BEFORE_TP,-0.438564438857302,-2.2086756389067004,1
ET27-00373,TRAP_REVERSAL,BTCUSDT,SHORT,2025-03-22T09:15:00Z,SL_BEFORE_TP,-0.3282802958342831,-3.7186134542471425,1
ET27-00374,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-22T14:45:00Z,SL_BEFORE_TP,-0.48410409425162915,-1.9831871142341488,11
ET27-00375,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-22T23:00:00Z,SL_BEFORE_TP,-0.8353939456001411,-1.403094458338985,9
ET27-00376,RANGE_BOUNDARY_REJECTION,ETHUSDT,LONG,2025-03-23T15:30:00Z,SL_BEFORE_TP,-0.43276438613213336,-2.2450432614429525,2
ET27-00377,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-23T17:30:00Z,SL_BEFORE_TP,-1.179557651222299,-1.2554393545598577,27
ET27-00378,TRAP_REVERSAL,ETHUSDT,SHORT,2025-03-24T04:00:00Z,SL_BEFORE_TP,-0.5290944087854472,-1.8301786292176863,2
ET27-00379,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-25T02:00:00Z,SL_BEFORE_TP,-2.256985589397887,-1.1189894470548225,31
ET27-00380,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-25T03:30:00Z,SL_BEFORE_TP,-0.9545606226804211,-1.3358707328424075,24
ET27-00381,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-25T03:30:00Z,SL_BEFORE_TP,-1.4627624226431009,-1.1962768854813353,24
ET27-00382,TRAP_REVERSAL,ETHUSDT,SHORT,2025-03-25T14:45:00Z,TP_BEFORE_SL,0.25400642461193274,1.1051816646996904,4
ET27-00383,RANGE_BOUNDARY_REJECTION,ETHUSDT,SHORT,2025-03-25T15:00:00Z,TP_BEFORE_SL,0.14248772425225154,0.47353765332977515,2
ET27-00384,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-26T02:45:00Z,SL_BEFORE_TP,-0.9909227925840838,-1.3196067590039575,11
ET27-00385,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-26T14:15:00Z,SL_BEFORE_TP,-0.9697757407626602,-1.3288681530427215,25
ET27-00386,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-26T14:15:00Z,TP_BEFORE_SL,2.1680909748381882,1.350503986866951,19
ET27-00387,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-26T14:15:00Z,NEITHER_EXPIRED,1.2608576329331007,0.34421762665684635,96
ET27-00388,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-26T14:30:00Z,NEITHER_EXPIRED,-0.8005608565695159,-0.5016986240028866,96
ET27-00389,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-26T18:45:00Z,SL_BEFORE_TP,-1.007761395744494,-1.3125971184931398,5
ET27-00390,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-26T19:00:00Z,SL_BEFORE_TP,-0.975334393608851,-1.326382122318712,2
ET27-00391,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-26T19:00:00Z,SL_BEFORE_TP,-1.744179864094175,-1.1595553867785149,6
ET27-00392,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-26T19:00:00Z,SL_BEFORE_TP,-1.976464693146075,-1.138211851324875,28
ET27-00393,RANGE_BOUNDARY_REJECTION,SOLUSDT,LONG,2025-03-27T06:00:00Z,SL_BEFORE_TP,-0.6414300840384328,-1.5978625158970954,3
ET27-00394,TRAP_REVERSAL,SOLUSDT,LONG,2025-03-27T06:00:00Z,SL_BEFORE_TP,-0.6414300840384328,-1.5978625158970954,3
ET27-00395,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-27T11:30:00Z,TP_BEFORE_SL,0.5077327398929254,1.0185445536976867,7
ET27-00396,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-27T13:00:00Z,TP_BEFORE_SL,0.5974643488909277,1.0701309548558733,2
ET27-00397,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-27T13:30:00Z,SL_BEFORE_TP,-1.9704967902839579,-1.1386884976311444,5
ET27-00398,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-27T13:30:00Z,SL_BEFORE_TP,-1.8724898016645308,-1.1470147009526734,4
ET27-00399,TRAP_REVERSAL,SOLUSDT,LONG,2025-03-28T01:15:00Z,TP_BEFORE_SL,0.38010443864229027,0.6586766460657104,1
ET27-00400,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-28T03:00:00Z,TP_BEFORE_SL,0.32418122097680824,0.8619071556889142,6
ET27-00401,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-28T04:30:00Z,TP_BEFORE_SL,3.9897870544379828,1.8865191098695209,65
ET27-00402,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-28T06:45:00Z,TP_BEFORE_SL,0.7318697584961013,1.1295799958246728,17
ET27-00403,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-28T07:30:00Z,TP_BEFORE_SL,3.8654651338918544,1.8830826753252743,91
ET27-00404,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-28T15:45:00Z,SL_BEFORE_TP,-1.4938945005195126,-1.191403662669039,28
ET27-00405,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-29T02:30:00Z,TP_BEFORE_SL,0.6806887690009019,1.108988387692989,1
ET27-00406,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-29T06:00:00Z,TP_BEFORE_SL,1.1246980726935407,1.2362053869619245,21
ET27-00407,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-29T09:30:00Z,TP_BEFORE_SL,2.0922946366518635,1.7941940986113718,29
ET27-00408,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-29T11:15:00Z,SL_BEFORE_TP,-1.0117389267789592,-1.310985997559691,59
ET27-00409,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-29T11:30:00Z,SL_BEFORE_TP,-0.7502489264452038,-1.4703586574341845,1
ET27-00410,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-29T16:45:00Z,SL_BEFORE_TP,-0.8567994903097949,-1.3891053799014281,12
ET27-00411,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-29T17:00:00Z,NEITHER_EXPIRED,0.6704019198802258,0.3771921862712859,96
ET27-00412,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-29T17:00:00Z,SL_BEFORE_TP,-0.8075916432363683,-1.4228392064258322,2
ET27-00413,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-30T12:00:00Z,SL_BEFORE_TP,-0.5703995022725294,-1.7263933460833014,1
ET27-00414,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-30T13:45:00Z,TP_BEFORE_SL,1.233941354697587,1.6743425384801127,43
ET27-00415,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-30T13:45:00Z,SL_BEFORE_TP,-1.9007819136828528,-1.1445102442546415,6
ET27-00416,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-30T14:00:00Z,SL_BEFORE_TP,-0.6248073325004837,-1.6236887390904857,3
ET27-00417,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-30T16:45:00Z,SL_BEFORE_TP,-1.0432869589550955,-1.298772434090289,80
ET27-00418,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-03-31T09:00:00Z,SL_BEFORE_TP,-1.1025590363134028,-1.2782418244967504,14
ET27-00419,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-03-31T09:00:00Z,SL_BEFORE_TP,-1.4407902297246096,-1.1998683817197962,7
ET27-00420,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-03-31T09:15:00Z,SL_BEFORE_TP,-0.5574778515428764,-1.7559582466419306,4
ET27-00421,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-03-31T09:30:00Z,SL_BEFORE_TP,-0.6587649640724826,-1.5731138480784153,4
ET27-00422,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-03-31T09:30:00Z,SL_BEFORE_TP,-0.884823516620089,-1.372194862336885,9
ET27-00423,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-03-31T23:45:00Z,SL_BEFORE_TP,-1.6112265116994613,-1.1750257874627514,12
ET27-00424,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-01T00:00:00Z,SL_BEFORE_TP,-0.8448299129340595,-1.3968057711229067,1
ET27-00425,TRAP_REVERSAL,SOLUSDT,LONG,2025-04-01T06:00:00Z,TP_BEFORE_SL,0.04205943111393928,0.15140436505823263,2
ET27-00426,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-02T02:00:00Z,SL_BEFORE_TP,-2.2443146742320828,-1.1197416768362243,47
ET27-00427,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-02T05:15:00Z,SL_BEFORE_TP,-0.838417012134182,-1.4010581168875347,14
ET27-00428,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-02T05:15:00Z,SL_BEFORE_TP,-0.868034797877961,-1.382144430230499,12
ET27-00429,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-02T22:15:00Z,TP_BEFORE_SL,0.29273349895154777,0.8242399798238804,1
ET27-00430,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-02T22:15:00Z,TP_BEFORE_SL,0.9744241611421622,1.2035632100225893,1
ET27-00431,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-02T22:15:00Z,TP_BEFORE_SL,1.3837777946346665,1.2782947881233984,1
ET27-00432,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-03T07:00:00Z,SL_BEFORE_TP,-0.8076070879530702,-1.4228277008757917,4
ET27-00433,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-03T10:15:00Z,TP_BEFORE_SL,2.394116010304332,1.8177756795363984,10
ET27-00434,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-03T10:15:00Z,SL_BEFORE_TP,-2.2911915954173523,-1.117005159603907,92
ET27-00435,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-03T12:30:00Z,SL_BEFORE_TP,-0.9082657396297616,-1.3591385668416383,4
ET27-00436,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-03T12:30:00Z,SL_BEFORE_TP,-2.2678376284757054,-1.118352671155631,34
ET27-00437,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-03T12:30:00Z,SL_BEFORE_TP,-1.613935896513191,-1.1746806387467406,4
ET27-00438,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-03T12:30:00Z,SL_BEFORE_TP,-2.5971475513582165,-1.101817979049173,34
ET27-00439,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-03T12:45:00Z,SL_BEFORE_TP,-1.283394128409568,-1.2300185456916735,3
ET27-00440,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-03T14:00:00Z,SL_BEFORE_TP,-1.5127232293093515,-1.1885720276593341,31
ET27-00441,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-05T11:45:00Z,SL_BEFORE_TP,-0.33150199042446116,-3.6228937631485763,1
ET27-00442,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-05T12:30:00Z,TP_BEFORE_SL,0.7569703157509148,1.1389059991933101,4
ET27-00443,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-05T15:30:00Z,SL_BEFORE_TP,-1.0317382272294688,-1.3031304940773576,10
ET27-00444,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-05T15:30:00Z,SL_BEFORE_TP,-1.1207597292817577,-1.2724920225357206,14
ET27-00445,TRAP_REVERSAL,SOLUSDT,SHORT,2025-04-05T23:00:00Z,SL_BEFORE_TP,-0.5072732231159931,-1.8979575177863708,2
ET27-00446,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-06T08:15:00Z,TP_BEFORE_SL,1.5333044632223847,1.7293189015451067,22
ET27-00447,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-06T08:15:00Z,SL_BEFORE_TP,-0.9555099275538184,-1.3354251153726278,2
ET27-00448,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-06T12:45:00Z,TP_BEFORE_SL,1.4054615067751144,1.7082885269429755,4
ET27-00449,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-06T12:45:00Z,TP_BEFORE_SL,3.983217509427825,1.8863425814729036,19
ET27-00450,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-06T13:15:00Z,TP_BEFORE_SL,0.7353250211701734,1.1308922746921022,2
ET27-00451,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-06T13:30:00Z,TP_BEFORE_SL,0.07019896913975043,0.3394545571883696,1
ET27-00452,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-06T16:30:00Z,TP_BEFORE_SL,1.2169243184565648,1.6705388235207015,5
ET27-00453,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-06T16:45:00Z,TP_BEFORE_SL,0.25279904070151477,0.7694790974277693,2
ET27-00454,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-07T00:30:00Z,SL_BEFORE_TP,-3.075902456467885,-1.0846291449314938,2
ET27-00455,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-07T06:15:00Z,SL_BEFORE_TP,-2.540043099100144,-1.104345870776898,16
ET27-00456,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-07T06:30:00Z,SL_BEFORE_TP,-1.4579188339647964,-1.197057466644725,7
ET27-00457,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-07T06:30:00Z,SL_BEFORE_TP,-3.2735623791494755,-1.0791149051852658,15
ET27-00458,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-07T06:30:00Z,SL_BEFORE_TP,-2.61673849561212,-1.1009787153458752,7
ET27-00459,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-08T09:45:00Z,SL_BEFORE_TP,-0.6955452919284394,-1.5268411379777822,5
ET27-00460,TRAP_REVERSAL,SOLUSDT,LONG,2025-04-08T14:15:00Z,SL_BEFORE_TP,-0.5401778831227025,-1.799525926105276,1
ET27-00461,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-08T14:30:00Z,TP_BEFORE_SL,3.7226810981421368,1.4091524169914225,9
ET27-00462,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-08T14:45:00Z,TP_BEFORE_SL,1.7834497933971758,1.3220860230015419,7
ET27-00463,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-08T15:00:00Z,TP_BEFORE_SL,1.6046500210849683,1.3048410289837684,8
ET27-00464,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-08T16:30:00Z,TP_BEFORE_SL,2.8213985080974755,1.8432089129427651,35
ET27-00465,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-08T16:45:00Z,TP_BEFORE_SL,5.153908939853284,1.4332580501424275,34
ET27-00466,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-08T17:00:00Z,TP_BEFORE_SL,2.900767149571222,1.3853783222837266,32
ET27-00467,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-09T01:00:00Z,SL_BEFORE_TP,-2.3660995495308503,-1.1128827669677832,20
ET27-00468,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-09T01:15:00Z,SL_BEFORE_TP,-1.4329437184306162,-1.2011830032650102,1
ET27-00469,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-09T01:15:00Z,SL_BEFORE_TP,-3.0220597584787443,-1.0862670182653569,2
ET27-00470,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-09T01:15:00Z,SL_BEFORE_TP,-2.1945121919448387,-1.1227927873712509,1
ET27-00471,TRAP_REVERSAL,ETHUSDT,SHORT,2025-04-09T13:45:00Z,SL_BEFORE_TP,-1.1932270394888755,-1.2517763240630364,11
ET27-00472,RANGE_BOUNDARY_REJECTION,SOLUSDT,SHORT,2025-04-09T14:30:00Z,SL_BEFORE_TP,-1.3217877329972394,-1.2218549838192816,8
ET27-00473,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-10T15:00:00Z,NEITHER_EXPIRED,-1.0989084219662908,-0.4006849695869005,96
ET27-00474,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-10T15:15:00Z,SL_BEFORE_TP,-2.3022067544132288,-1.1163801832606686,67
ET27-00475,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-10T15:15:00Z,TP_BEFORE_SL,1.7698500547672553,1.3208821602655931,1
ET27-00476,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-10T15:15:00Z,SL_BEFORE_TP,-3.3734749833577276,-1.076592282138734,44
ET27-00477,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-10T15:30:00Z,SL_BEFORE_TP,-1.6542732439892665,-1.169698465993055,41
ET27-00478,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-04-10T15:30:00Z,SL_BEFORE_TP,-1.6517191995181335,-1.1700054799013289,14
ET27-00479,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-04-11T00:45:00Z,SL_BEFORE_TP,-1.174024423110025,-1.256952595737134,3
ET27-00480,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-11T00:45:00Z,SL_BEFORE_TP,-1.6945894843516742,-1.1649950055200422,3
ET27-00481,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-12T01:45:00Z,SL_BEFORE_TP,-1.1417042822962977,-1.266162648566791,11
ET27-00482,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-04-12T02:00:00Z,SL_BEFORE_TP,-0.8121054331876684,-1.4195030951948198,7
ET27-00483,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-04-13T05:00:00Z,SL_BEFORE_TP,-2.1654127211260024,-1.1246485999425855,49
ET27-00484,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-04-13T07:30:00Z,SL_BEFORE_TP,-1.75195170993741,-1.1587352283955783,7
ET27-00485,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-04-13T13:30:00Z,SL_BEFORE_TP,-0.794070302782987,-1.4331580284930032,11
