candidate_id,family,symbol,direction,confirmation_time,entry_price,stop_price,target_price,target_kind,stop_distance_atr,target_distance_atr,planned_rr,volume_ratio_20,evidence,label,net_return_pct,net_r
ET27-00001,TRAP_REVERSAL,SOLUSDT,LONG,2025-01-04T04:00:00Z,216.0,215.4966579254956,216.96249999999998,FALSE_BREAKDOWN_TO_MIDLINE,0.5662227129455729,1.0827415167840286,1.9122184469631214,1.2035922350163535,"{""lower"": 215.85, ""upper"": 218.075, ""midline"": 216.96249999999998, ""width_atr"": 2.502960908929366, ""high_touches"": 3, ""low_touches"": 5, ""adx14"": 14.140038755313592}",TP_BEFORE_SL,0.20560185185184132,0.8823025582299209
ET27-00002,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-04T10:00:00Z,214.94,216.49096516442873,212.09,NEAREST_CONFIRMED_SUPPORT,2.185530290690475,4.016054951667523,1.8375654498015352,1.508777102473298,"{""pivot_highs"": [[267, 217.96], [278, 216.42]], ""pivot_lows"": [[258, 215.58], [275, 215.32]], ""broken_support"": 215.32}",SL_BEFORE_TP,-0.9615805175531459,-1.3326032149729201
ET27-00003,TRAP_REVERSAL,BTCUSDT,LONG,2025-01-05T01:30:00Z,98150.53,98040.99019884369,98293.455,FALSE_BREAKDOWN_TO_MIDLINE,0.7688873683596859,1.0032264616401634,1.304776880104569,1.1121228785258244,"{""lower"": 98148.69, ""upper"": 98438.22, ""midline"": 98293.455, ""width_atr"": 2.0322837672812275, ""high_touches"": 2, ""low_touches"": 2, ""adx14"": 17.826611369270445}",TP_BEFORE_SL,-0.09438183573740977,-0.8456859609212659
ET27-00004,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-05T08:00:00Z,3618.01,3642.5904445062956,3568.8491109874094,FIXED_2R_STRONG_MOMENTUM,3.2323784711162253,6.464756942232451,2.0,3.8409197350858504,"{""pivot_highs"": [[353, 3650.44], [363, 3641.83]], ""pivot_lows"": [[351, 3629.66], [360, 3629.0]], ""broken_support"": 3629.0}",SL_BEFORE_TP,-0.9193912815690228,-1.3532574033710456
ET27-00005,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-05T09:15:00Z,214.38,216.63579693748014,209.8684061250397,FIXED_2R_STRONG_MOMENTUM,3.428422391483741,6.856844782967482,2.0,1.4039055522056698,"{""pivot_highs"": [[353, 219.05], [362, 217.03]], ""pivot_lows"": [[365, 216.12], [369, 214.78]], ""broken_support"": 214.78}",SL_BEFORE_TP,-1.2922422509003366,-1.2280843596563884
ET27-00006,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-05T09:30:00Z,214.36,214.52760230176358,214.10859654735467,FIXED_1_5R,0.2591711296514893,0.388756694477234,1.5,1.6725155688926465,"{""breakdown_time"": ""2025-01-05T09:15:00Z"", ""broken_support"": 214.78, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.4039055522056698}",AMBIGUOUS_INTRACANDLE,,
ET27-00007,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-05T09:45:00Z,97652.2,97955.90346379887,97044.79307240226,FIXED_2R_STRONG_MOMENTUM,2.3573121991139994,4.714624398227999,2.0,2.6607901608561737,"{""pivot_highs"": [[363, 98500.0], [372, 97943.02]], ""pivot_lows"": [[360, 98304.82], [369, 97777.77]], ""broken_support"": 97777.77}",SL_BEFORE_TP,-0.55100524493956,-1.7716911656799903
ET27-00008,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-05T13:45:00Z,212.59,214.6826068607834,208.4047862784332,FIXED_2R_STRONG_MOMENTUM,2.8821062337709002,5.7642124675418005,2.0,3.026871976137735,"{""pivot_highs"": [[362, 217.03], [381, 214.7]], ""pivot_lows"": [[369, 214.78], [384, 212.99]], ""broken_support"": 212.99}",SL_BEFORE_TP,-1.2243392731470932,-1.2438183729403387
ET27-00009,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-06T01:00:00Z,211.65,212.50827570803355,210.3625864379497,FIXED_1_5R,1.1667205764564994,1.750080864684749,1.5,1.7883555428701503,"{""breakdown_time"": ""2025-01-06T00:45:00Z"", ""broken_support"": 212.54, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.2750040192947125}",SL_BEFORE_TP,-0.6455165169069432,-1.5918377920351747
ET27-00010,TRAP_REVERSAL,ETHUSDT,LONG,2025-01-06T10:00:00Z,3639.52,3631.303042334062,3659.945,FALSE_BREAKDOWN_TO_MIDLINE,0.7263255145550676,1.805436907176014,2.4857131836845747,1.3155590543220106,"{""lower"": 3639.505, ""upper"": 3680.385, ""midline"": 3659.945, ""width_atr"": 3.6135256188668294, ""high_touches"": 2, ""low_touches"": 2, ""adx14"": 17.928216876921898}",TP_BEFORE_SL,0.32120037807183865,1.4226861662510057
ET27-00011,RANGE_BOUNDARY_REJECTION,ETHUSDT,LONG,2025-01-06T10:15:00Z,3641.07,3636.453467881629,3659.945,CONFIRMED_RANGE_MIDLINE,0.4257400207068421,1.7406665186761114,4.088566810764326,0.870143058218583,"{""lower"": 3639.505, ""upper"": 3680.385, ""midline"": 3659.945, ""width_atr"": 3.7699839620386557, ""high_touches"": 2, ""low_touches"": 2, ""adx14"": 17.943710902608323}",SL_BEFORE_TP,-0.36679053460579436,-2.892885780048063
ET27-00012,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-07T02:45:00Z,216.59,218.87925070177678,212.01149859644644,FIXED_2R_STRONG_MOMENTUM,2.8886188392688537,5.777237678537707,2.0,1.6202309595820188,"{""pivot_highs"": [[530, 219.11], [534, 218.8]], ""pivot_lows"": [[528, 217.67], [532, 216.8]], ""broken_support"": 216.8}",TP_BEFORE_SL,1.8739024902135648,1.7729318158135543
ET27-00013,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-07T09:30:00Z,3658.84,3680.031618873373,3616.456762253254,FIXED_2R_STRONG_MOMENTUM,2.782444029979937,5.564888059959874,2.0,1.7156905568240908,"{""pivot_highs"": [[556, 3680.0], [563, 3679.27]], ""pivot_lows"": [[558, 3662.8], [561, 3660.33]], ""broken_support"": 3660.33}",TP_BEFORE_SL,0.9183790968379619,1.5856278818305163
ET27-00014,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-07T11:30:00Z,100666.66,101593.41017380902,98909.82,NEAREST_CONFIRMED_SUPPORT,4.759845407131248,9.023237374420704,1.8956996714435304,4.5487062012931725,"{""pivot_highs"": [[556, 102015.01], [563, 101995.64]], ""pivot_lows"": [[561, 101618.04], [569, 101379.45]], ""broken_support"": 101379.45}",TP_BEFORE_SL,1.505205413589759,1.63500375702357
ET27-00015,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-07T11:30:00Z,213.79,215.47353735448993,210.4229252910201,FIXED_2R_STRONG_MOMENTUM,2.649681227688316,5.299362455376632,2.0,2.199383792714586,"{""pivot_highs"": [[563, 216.77], [570, 215.22]], ""pivot_lows"": [[561, 215.35], [569, 214.35]], ""broken_support"": 214.35}",TP_BEFORE_SL,1.3349449034004794,1.6952274336939488
ET27-00016,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-01-07T12:15:00Z,3627.0,3644.2850199058043,3601.0724701412937,FIXED_1_5R,1.8437028340518218,2.7655542510777082,1.499999999999987,1.0755497458774779,"{""breakdown_time"": ""2025-01-07T11:30:00Z"", ""broken_support"": 3651.54, ""pullback_bars"": 3, ""breakdown_volume_ratio"": 3.5527784118441836}",SL_BEFORE_TP,-0.7165652028068472,-1.5036037012070151
ET27-00017,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-07T12:15:00Z,212.8,214.45817838242613,210.31273242636084,FIXED_1_5R,2.256578091096508,3.3848671366447616,1.5,1.3087120129663043,"{""breakdown_time"": ""2025-01-07T11:30:00Z"", ""broken_support"": 214.35, ""pullback_bars"": 3, ""breakdown_volume_ratio"": 2.199383792714586}",TP_BEFORE_SL,0.9288287470108894,1.191999361822125
ET27-00018,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-07T14:45:00Z,99979.69,100991.96430309924,97955.14139380152,FIXED_2R_STRONG_MOMENTUM,3.172845681507247,6.345691363014494,2.0,4.236840411534661,"{""pivot_highs"": [[582, 100960.06], [585, 100862.91]], ""pivot_lows"": [[569, 101379.45], [575, 100472.45]], ""broken_support"": 100472.45}",TP_BEFORE_SL,1.7849598755492087,1.7629582660891914
ET27-00019,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-01-07T15:00:00Z,98592.43,100193.47630916773,96190.8605362484,FIXED_1_5R,3.805498169055091,5.708247253582619,1.4999999999999956,7.260709977741087,"{""breakdown_time"": ""2025-01-07T14:45:00Z"", ""broken_support"": 100472.45, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 4.236840411534661}",TP_BEFORE_SL,2.1958558397958132,1.352208002576135
ET27-00020,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-07T15:00:00Z,3530.85,3644.0961431096775,3304.3577137806446,FIXED_2R_STRONG_MOMENTUM,5.402595967175931,10.805191934351862,2.0,7.579990844928982,"{""pivot_highs"": [[581, 3645.95], [586, 3642.0]], ""pivot_lows"": [[568, 3651.54], [575, 3625.55]], ""broken_support"": 3625.55}",NEITHER_EXPIRED,4.730474531628362,1.4748931434974983
ET27-00021,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-07T15:00:00Z,208.17,212.18044476307767,202.15433285538347,FIXED_1_5R,3.689326886068967,5.533990329103437,1.4999999999999964,7.328607741866014,"{""breakdown_time"": ""2025-01-07T14:45:00Z"", ""broken_support"": 212.74, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 2.6634145582050954}",TP_BEFORE_SL,2.649785821499983,1.375423293545974
ET27-00022,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-07T21:45:00Z,3363.32,3416.670456844794,3283.2943147328097,FIXED_1_5R,2.028182174909216,3.042273262363816,1.4999999999999958,1.0711131852144113,"{""pivot_highs"": [[604, 3438.01], [613, 3414.04]], ""pivot_lows"": [[606, 3372.71], [611, 3364.85]], ""broken_support"": 3364.85}",TP_BEFORE_SL,2.139365783427997,1.3486991775256387
ET27-00023,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-08T03:00:00Z,198.77,201.853465522899,192.60306895420203,FIXED_2R_STRONG_MOMENTUM,2.497430416604089,4.994860833208178,2.0,2.3661097021483917,"{""pivot_highs"": [[625, 203.28], [632, 201.73]], ""pivot_lows"": [[624, 201.9], [631, 199.61]], ""broken_support"": 199.61}",TP_BEFORE_SL,2.862546181917785,1.845288362572158
ET27-00024,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-08T03:30:00Z,198.33,200.35044493899957,195.29933259150067,FIXED_1_5R,1.61157559896796,2.41736339845194,1.5,0.9168293692562322,"{""breakdown_time"": ""2025-01-08T03:00:00Z"", ""broken_support"": 199.61, ""pullback_bars"": 2, ""breakdown_volume_ratio"": 2.3661097021483917}",TP_BEFORE_SL,1.2880932831640903,1.2644122881984148
ET27-00025,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-08T05:45:00Z,196.1,198.53905616654419,192.4414157501837,FIXED_1_5R,1.8899183447457846,2.834877517118688,1.5000000000000058,1.1691545176650309,"{""pivot_highs"": [[640, 199.57], [645, 197.93]], ""pivot_lows"": [[639, 196.71], [644, 196.26]], ""broken_support"": 196.26}",SL_BEFORE_TP,-1.4837818289363542,-1.1929598860639739
ET27-00026,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-08T06:30:00Z,95773.99,96686.6894635221,93948.59107295582,FIXED_2R_STRONG_MOMENTUM,2.845120719968718,5.690241439937436,2.0,3.323541390404416,"{""pivot_highs"": [[633, 97181.82], [646, 96654.61]], ""pivot_lows"": [[631, 96608.14], [643, 96057.48]], ""broken_support"": 96057.48}",TP_BEFORE_SL,1.6659443248048678,1.7481563371222069
ET27-00027,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-01-08T06:45:00Z,95284.31,95876.2551450675,94396.39228239875,FIXED_1_5R,1.745930051134832,2.618895076702248,1.5,2.432121638328349,"{""breakdown_time"": ""2025-01-08T06:30:00Z"", ""broken_support"": 96057.48, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 3.323541390404416}",SL_BEFORE_TP,-0.8612409420475384,-1.3863235401211447
ET27-00028,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-08T06:45:00Z,3308.77,3374.8999274296816,3176.5101451406367,FIXED_2R_STRONG_MOMENTUM,3.462431420271376,6.924862840542752,2.0,1.8630304845271428,"{""pivot_highs"": [[632, 3404.78], [645, 3373.0]], ""pivot_lows"": [[639, 3343.22], [644, 3336.95]], ""broken_support"": 3336.95}",SL_BEFORE_TP,-2.238625695641632,-1.1200825149618379
ET27-00029,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-08T17:00:00Z,93859.53,95608.09455769474,90362.40088461051,FIXED_2R_STRONG_MOMENTUM,3.3088829464623006,6.617765892924601,2.0,2.8372113939777632,"{""pivot_highs"": [[684, 96079.32], [688, 95555.25]], ""pivot_lows"": [[679, 95147.43], [686, 94624.43]], ""broken_support"": 94624.43}",NEITHER_EXPIRED,-0.3912899116371028,-0.21003678153249816
ET27-00030,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-08T17:00:00Z,191.77,195.1774706695541,186.65879399566887,FIXED_1_5R,2.3040228640251383,3.456034296037698,1.4999999999999958,3.195782951450537,"{""breakdown_time"": ""2025-01-08T16:45:00Z"", ""broken_support"": 196.3, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.6225081029322102}",SL_BEFORE_TP,-2.0168528286771137,-1.1350702748852208
ET27-00031,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-01-08T17:15:00Z,93016.38,94144.72019285985,91323.86971071023,FIXED_1_5R,1.963178838984996,2.944768258477494,1.5,2.6667429112473995,"{""breakdown_time"": ""2025-01-08T17:00:00Z"", ""broken_support"": 94624.43, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 2.8372113939777632}",SL_BEFORE_TP,-1.453055370312032,-1.197847522770758
ET27-00032,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-09T07:00:00Z,192.73,194.09340229751317,190.68489655373023,FIXED_1_5R,1.3258122336346907,1.988718350452036,1.5,1.2512552727601565,"{""breakdown_time"": ""2025-01-09T06:45:00Z"", ""broken_support"": 193.7, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.329249100291665}",TP_BEFORE_SL,0.8211235647121691,1.1607369660123887
ET27-00033,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-01-09T07:30:00Z,93621.66,93838.68857770317,93296.11713344525,FIXED_1_5R,0.6731555117945445,1.0097332676918167,1.5,2.514095400691646,"{""breakdown_time"": ""2025-01-09T07:15:00Z"", ""broken_support"": 93796.99, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.665582611923651}",TP_BEFORE_SL,0.10772174148028513,0.46468941381851736
ET27-00034,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-01-09T08:00:00Z,3276.94,3302.7784844168473,3238.1822733747294,FIXED_1_5R,1.7434047218238389,2.615107082735743,1.4999999999999911,3.2075116416653047,"{""breakdown_time"": ""2025-01-09T07:15:00Z"", ""broken_support"": 3312.13, ""pullback_bars"": 3, ""breakdown_volume_ratio"": 2.459445595756126}",SL_BEFORE_TP,-1.0284942787126776,-1.3043776048595204
ET27-00035,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-09T13:30:00Z,187.39,189.97696025729644,183.50955961405532,FIXED_1_5R,1.9777951197498544,2.966692679624771,1.4999999999999944,3.7991882627654423,"{""breakdown_time"": ""2025-01-09T13:00:00Z"", ""broken_support"": 189.76, ""pullback_bars"": 2, ""breakdown_volume_ratio"": 1.393897548357358}",SL_BEFORE_TP,-1.6205220434902898,-1.1738472783768252
ET27-00036,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-01-09T13:45:00Z,3221.04,3259.275092624257,3163.6873610636144,FIXED_1_5R,1.948208349706883,2.9223125245603243,1.5,4.465938274125194,"{""breakdown_time"": ""2025-01-09T13:30:00Z"", ""broken_support"": 3284.88, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 4.134449706101232}",SL_BEFORE_TP,-1.4270418443812263,-1.2021832685477956
ET27-00037,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-09T19:45:00Z,91909.59,93343.10655227289,89042.55689545421,FIXED_2R_STRONG_MOMENTUM,2.8027628228482317,5.6055256456964635,2.0,2.1443522514874886,"{""pivot_highs"": [[784, 94685.25], [796, 93291.96]], ""pivot_lows"": [[786, 93846.15], [791, 92325.0]], ""broken_support"": 92325.0}",SL_BEFORE_TP,-1.7997029126915842,-1.1538754579779755
ET27-00038,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-09T19:45:00Z,3195.63,3272.6376045514735,3041.6147908970534,FIXED_2R_STRONG_MOMENTUM,3.366298799408623,6.732597598817246,2.0,3.874411951952473,"{""pivot_highs"": [[783, 3337.0], [794, 3270.35]], ""pivot_lows"": [[786, 3288.01], [791, 3235.8]], ""broken_support"": 3235.8}",SL_BEFORE_TP,-2.649778495992132,-1.099594215982573
ET27-00039,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-09T19:45:00Z,185.89,189.56658923731152,180.3751161440327,FIXED_1_5R,2.508089478286699,3.7621342174300487,1.5,1.6548386543833224,"{""pivot_highs"": [[783, 193.07], [794, 189.42]], ""pivot_lows"": [[786, 190.65], [791, 186.17]], ""broken_support"": 186.17}",SL_BEFORE_TP,-2.2178305650177697,-1.1213450758851244
ET27-00040,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-01-09T20:00:00Z,91762.39,92434.79135824693,90753.7879626296,FIXED_1_5R,1.2712531324086553,1.9068796986129692,1.4999999999999891,1.6130057396840576,"{""breakdown_time"": ""2025-01-09T19:45:00Z"", ""broken_support"": 92325.0, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 2.1443522514874886}",SL_BEFORE_TP,-0.9727635627700348,-1.3275272027620182
ET27-00041,SHORT_FAILED_REBOUND,SOLUSDT,SHORT,2025-01-10T14:30:00Z,187.97,189.50002580809215,186.05746773988483,CLOSER_PRIOR_LOW_OR_1_25R,1.0198417375977513,1.2748021719971798,1.2499999999999907,1.638334388958374,"{""rebound_bars"": 2, ""impulse_high"": 192.18, ""impulse_low"": 185.91, ""rebound_high"": 189.35}",TP_BEFORE_SL,0.7774667553945689,0.9551500715778486
ET27-00042,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-10T15:00:00Z,3197.52,3281.770223823723,3029.019552352554,FIXED_2R_STRONG_MOMENTUM,3.5395924947904525,7.079184989580905,2.0,2.35453351195607,"{""pivot_highs"": [[868, 3317.03], [873, 3279.39]], ""pivot_lows"": [[866, 3293.1], [870, 3215.76]], ""broken_support"": 3215.76}",SL_BEFORE_TP,-2.87486151216327,-1.0910863811597276
ET27-00043,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-10T15:00:00Z,183.72,189.52182837534477,172.11634324931046,FIXED_2R_STRONG_MOMENTUM,3.376525188987854,6.753050377975708,2.0,2.034963889115595,"{""pivot_highs"": [[867, 192.06], [873, 189.35]], ""pivot_lows"": [[865, 190.54], [870, 184.84]], ""broken_support"": 184.84}",SL_BEFORE_TP,-3.397973206697567,-1.075998111539071
ET27-00044,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-11T01:15:00Z,186.81,188.8992572530897,182.6314854938206,FIXED_2R_STRONG_MOMENTUM,1.9122366653079084,3.8244733306158167,2.0,1.366263080961373,"{""pivot_highs"": [[907, 188.69], [910, 188.53]], ""pivot_lows"": [[908, 187.43], [913, 187.18]], ""broken_support"": 187.18}",SL_BEFORE_TP,-1.3583861961831263,-1.2145949233092126
ET27-00045,MOMENTUM_BREAKDOWN_PULLBACK,SOLUSDT,SHORT,2025-01-11T01:30:00Z,186.48,187.12748665344282,185.50877001983577,FIXED_1_5R,0.6094630011445724,0.9141945017168454,1.499999999999978,1.1201934899242545,"{""breakdown_time"": ""2025-01-11T01:15:00Z"", ""broken_support"": 187.18, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.366263080961373}",SL_BEFORE_TP,-0.5872150651237805,-1.6912142476146337
ET27-00046,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-11T03:00:00Z,94239.02,94521.2374447166,93733.83,NEAREST_CONFIRMED_SUPPORT,1.113835463178229,1.9938474682459495,1.7900736097562253,1.2795463533509552,"{""pivot_highs"": [[909, 94894.81], [916, 94696.97]], ""pivot_lows"": [[904, 94586.03], [913, 94360.65]], ""broken_support"": 94360.65}",SL_BEFORE_TP,-0.5394698424459305,-1.8014162562740592
ET27-00047,RANGE_BOUNDARY_REJECTION,BTCUSDT,SHORT,2025-01-11T22:30:00Z,94642.97,94825.0527476513,94361.8825,CONFIRMED_RANGE_MIDLINE,1.0646973384274372,1.6436104846591741,1.543734942633363,1.4581082045405396,"{""lower"": 94034.595, ""upper"": 94689.17, ""midline"": 94361.8825, ""width_atr"": 3.8275139698342913, ""high_touches"": 2, ""low_touches"": 2, ""adx14"": 24.81964022268108}",TP_BEFORE_SL,0.05699775905172266,0.2962629502016474
ET27-00048,TRAP_REVERSAL,BTCUSDT,SHORT,2025-01-11T22:30:00Z,94642.97,94825.0527476513,94361.8825,FALSE_BREAKOUT_TO_MIDLINE,1.0646973384274372,1.6436104846591741,1.543734942633363,1.4581082045405396,"{""lower"": 94034.595, ""upper"": 94689.17, ""midline"": 94361.8825, ""width_atr"": 3.8275139698342913, ""high_touches"": 2, ""low_touches"": 2, ""adx14"": 24.81964022268108}",TP_BEFORE_SL,0.05699775905172266,0.2962629502016474
ET27-00049,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-12T07:00:00Z,3265.91,3282.022323368288,3241.7415149475673,FIXED_1_5R,2.3272829007819174,3.4909243511728762,1.5,1.2703608071855659,"{""pivot_highs"": [[1020, 3290.91], [1026, 3289.41]], ""pivot_lows"": [[1027, 3278.89], [1030, 3274.28]], ""broken_support"": 3274.28}",TP_BEFORE_SL,0.5000229967277885,1.0135286314184326
ET27-00050,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-01-12T08:45:00Z,3239.98,3253.3869819353945,3219.8695270969083,FIXED_1_5R,1.6467426612117668,2.4701139918176502,1.5,3.0386148458000513,"{""breakdown_time"": ""2025-01-12T08:30:00Z"", ""broken_support"": 3263.49, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 3.5008797201646633}",SL_BEFORE_TP,-0.6537982930571938,-1.579992725989394
ET27-00051,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-12T09:15:00Z,3231.84,3272.194089911062,3151.1318201778768,FIXED_2R_STRONG_MOMENTUM,4.838098312411523,9.676196624823046,2.0,1.4842492187389198,"{""pivot_highs"": [[1020, 3290.91], [1026, 3289.41]], ""pivot_lows"": [[1030, 3274.28], [1036, 3263.49]], ""broken_support"": 3263.49}",SL_BEFORE_TP,-1.488641328502082,-1.1922089190239387
ET27-00052,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-12T22:00:00Z,94043.2,94747.11583674274,92635.36832651451,FIXED_2R_STRONG_MOMENTUM,3.5487075532636205,7.097415106527241,2.0,2.8062377166873267,"{""pivot_highs"": [[1069, 95450.1], [1080, 95314.12]], ""pivot_lows"": [[1078, 94984.36], [1087, 94578.54]], ""broken_support"": 94578.54}",SL_BEFORE_TP,-0.9885026421290901,-1.3206401507379162
ET27-00053,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-12T22:15:00Z,3238.08,3283.9836715160795,3169.2244927258807,FIXED_1_5R,4.398287278023507,6.597430917035238,1.4999999999999951,1.9788485257086799,"{""pivot_highs"": [[1080, 3300.0], [1088, 3289.31]], ""pivot_lows"": [[1087, 3276.89], [1093, 3263.52]], ""broken_support"": 3263.52}",SL_BEFORE_TP,-1.6576200562086054,-1.1692978305074737
ET27-00054,SHORT_CONTINUATION_PRACTICAL_TARGET,ETHUSDT,SHORT,2025-01-13T06:30:00Z,3206.56,3235.082053014355,3149.5158939712896,FIXED_2R_STRONG_MOMENTUM,1.8376983743823538,3.6753967487647077,2.0,1.4639141756385425,"{""pivot_highs"": [[1122, 3260.49], [1128, 3233.53]], ""pivot_lows"": [[1119, 3235.69], [1127, 3213.0]], ""broken_support"": 3213.0}",TP_BEFORE_SL,1.5389814015240726,1.730182676677351
ET27-00055,MOMENTUM_BREAKDOWN_PULLBACK,BTCUSDT,SHORT,2025-01-13T06:45:00Z,93637.37,93930.81435957763,93197.20346063354,FIXED_1_5R,0.9424307962817635,1.4136461944226453,1.5,4.145919943962271,"{""breakdown_time"": ""2025-01-13T06:30:00Z"", ""broken_support"": 94045.45, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.2976330157058744}",SL_BEFORE_TP,-0.5533838120161205,-1.7658340692711159
ET27-00056,MOMENTUM_BREAKDOWN_PULLBACK,ETHUSDT,SHORT,2025-01-13T06:45:00Z,3191.36,3208.9900590731386,3164.914911390292,FIXED_1_5R,1.0848938465088083,1.6273407697632263,1.5000000000000129,3.0855276737424755,"{""breakdown_time"": ""2025-01-13T06:30:00Z"", ""broken_support"": 3213.0, ""pullback_bars"": 1, ""breakdown_volume_ratio"": 1.4639141756385425}",SL_BEFORE_TP,-0.792430909491203,-1.434443467728921
ET27-00057,SHORT_CONTINUATION_PRACTICAL_TARGET,SOLUSDT,SHORT,2025-01-13T06:45:00Z,182.07,184.76136793311065,176.68726413377868,FIXED_2R_STRONG_MOMENTUM,2.4166453106721884,4.833290621344377,2.0,2.4033962517571106,"{""pivot_highs"": [[1106, 191.99], [1122, 186.98]], ""pivot_lows"": [[1115, 184.31], [1119, 184.21]], ""broken_support"": 184.21}",TP_BEFORE_SL,2.7164100984353876,1.8376409280112969
ET27-00058,SHORT_CONTINUATION_PRACTICAL_TARGET,BTCUSDT,SHORT,2025-01-13T09:15:00Z,92813.86,93693.60402029243,91494.24396956136,FIXED_1_5R,2.7445668663917315,4.116850299587575,1.4999999999999918,1.5467511765121125,"{""pivot_highs"": [[1128, 94327.35], [1134, 93947.3]], ""pivot_lows"": [[1131, 93281.0], [1137, 92904.35]], ""broken_support"": 92904.35}",TP_BEFORE_SL,1.1817876839069543,1.246797637878843
