candidate_id,symbol,confirmation_time,entry_time,label,net_return_pct,bars_to_outcome
ET26-SV2-0001,ETHUSDT,2026-06-04T08:00:00Z,2026-06-04T08:15:00Z,SL_BEFORE_TP,-1.4773728530259178,22
